text,createTime,authorMeta.id,authorMeta.secUid,authorMeta.name,authorMeta.nickName,musicMeta.musicId,musicMeta.musicName,videoMeta.duration,description_length,n_hashtags,has_hashtags,author_verified,music_is_original,hour_posted,day_of_week,musicAuthor_Billie Eilish,musicAuthor_Evan Holmes,musicAuthor_F1 moments,musicAuthor_Kreepa,musicAuthor_Pop Smoke,musicAuthor_Riovacci,musicAuthor_Tik Toker,musicAuthor_Tim Thebodeau,musicAuthor_mo.rab,musicAuthor_other,musicAuthor_zopepijn,viral
weekend chill 🧘🏽‍♂️😴,2020-12-12 16:32:25,6.747613804589778e+18,MS4wLjABAAAAr0NWLE6j3RDTEnUzjocyk8dbnvaFHLE4Ei-n2UjQQCNZVvreA5C4P_nVH18qU5hy,gymclock,Roman,6.905408674143964e+18,Originalton,59.0,20,0,0,0,1,16,5,False,False,False,False,False,False,False,False,False,True,False,0
⭐️ EVA ⭐️ Reageer nu met jouw naam! 👉👉 #rice #foryoupage #fyp #rijstt,2020-10-07 16:59:31,6.849980522056697e+18,MS4wLjABAAAA4_E9d3XmpKvAZazRSvhMHw5FDTirRY2KOZs4Li5rxIYqGf5J4CR1sZse6G81kkSx,rijstt,Wat moet ik maken?,6.870949916466843e+18,In My Bed,12.0,69,4,1,0,0,16,2,False,False,False,False,False,False,False,False,False,True,False,1
laat je gaaaannnn #voorjou #foryou #gioswikkers #alsjehandoverjekontglijd #laatjegaan #cringe,2020-12-01 09:25:50,6.561783275223089e+18,MS4wLjABAAAAeN3dhymunzxHU0Jm-nRKiDTzNsAGa_d62t_TMTAaJj9kjXIH44vs4qokYXHyqE0h,giorgiagaray,giorgiagaray,6.897857954524024e+18,Laat je gaan,10.0,93,6,1,0,0,9,1,False,False,False,False,False,False,False,False,False,True,False,1
Hello imposter syndrome 👋 #phdlife #gradschool #phd #research,2020-11-20 02:40:02,6.736644030379361e+18,MS4wLjABAAAAgnyYf01CmdepZYo2sAX17w72xkFlJ6_kLi_mY_8gqVv5QV0HWQ_XhHTpcIGVFe3s,mamagum,Mama Gum,6.895680868426321e+18,original sound,14.0,61,4,1,0,1,2,4,False,False,False,False,False,False,False,False,False,True,False,0
Haring ver van t’ mes #hollandsroem #haring #holland #fypシ #guiltypleasure #lekkerneef,2020-12-09 12:44:12,6.845623072784778e+18,MS4wLjABAAAAee8vAL8Nf6RWYbZiRe88ijq0Zw-1yflQpAiD_bSO7m6yC4pIVQQRou6GF5AsnINM,mrp_loco,Mrp_Loco,6.90423659717729e+18,origineel geluid,19.0,86,6,1,0,1,12,2,False,False,False,False,False,False,False,False,False,True,False,0
Teehee 🌚 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-28 22:59:59,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,57419989.0,Potential Breakup Song,16.0,107,10,1,0,0,22,2,False,False,False,False,False,False,False,False,False,True,False,0
Weriduwo do hamayi zey baelna eina newryo#tiktoktraditions #🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷🇪🇷eritreangirlsfrikangirl,2020-11-23 17:30:59,6.7198602204431e+18,MS4wLjABAAAApZ_CXrVE3anvLSgi1P--C-2mKmntWdL3QsJLKP6TdwIPWJZKjRKZZjvYEnS84kX0,blackgirl526,Blackerigirl2k00,6.894700385911442e+18,original sound,15.0,99,2,1,0,1,17,0,False,False,False,False,False,False,False,False,False,True,False,0
werken is belangrijk #fyp #fy #KerstInHuis #viraal #foryou #tenbrinke #werk #voorjou #callanambulancebutnotforme,2020-12-05 11:00:09,6.762813148271068e+18,MS4wLjABAAAAVrbh3LHcSt-I3Vzl4eexDBfgoWl4a-RA7WJX3V_QZUSljbCCYdAGvVDhi6yRN5oW,jetdealmachtigekroket,Jet Ten Brinke,6.871569185521077e+18,original sound,8.0,112,9,1,0,1,11,5,False,False,False,False,False,False,False,False,False,True,False,1
Never satisfied... #fitness #fyp #gym #viral #fitnesschallenge,2020-12-03 01:19:37,6.840230733682312e+18,MS4wLjABAAAAfKgnmFtS49bVbtXEUFQl4NydMOjrwbBAkvbQKJ4GxckiqVzlx9Ki8V7toZ-p1Dso,marcusstone_fitness,Marcus Stone,6.878712117944454e+18,oh no i hope i dont fall,9.0,62,5,1,0,1,1,3,False,False,False,False,False,False,False,False,False,True,False,0
#drag #dragqueen #draqmakeover #dragqueentransformation #dragtransformation #saturdaynight,2020-11-19 21:02:40,6.896932285107602e+18,MS4wLjABAAAAoVGkoewmIR3HEQ7kehaVxevn7NCGGK7Yr5gmP8F68Pm0s8jAIPYRd4U64JMiVYR3,steviestunner,Stevie Stunner,6.896943358292692e+18,origineel geluid,47.0,90,6,1,0,1,21,3,False,False,False,False,False,False,False,False,False,True,False,1
In welk schooljaar zit jij? #foryou #dutch,2020-10-11 15:43:34,6.878384401525556e+18,MS4wLjABAAAA-F0Xyo3sxRBQiKQtu2pG6TMbzj6IHuYuKcgHaRizDTkEM1Xx9R4SJnh7KRsmMr1w,vrouwenmethumor,Anne en Daphne,6.870935941314268e+18,original sound,8.0,42,2,1,0,1,15,6,False,False,False,False,False,False,False,False,False,True,False,0
#Programmers WHY ? 😂 #programming #hackaton #programmer #coder #codinglife #codingtiktok #javascript #techtok #techtokers #foryou #fyp,2020-11-21 03:55:46,6.76090067290602e+18,MS4wLjABAAAAW3HhMFZ2WJ0V6_iUWBWi4bvGursmAsGY7_t71D9vbyPjf5v0fViXrrBBQ4Dv0gGS,dilmerval,Dilmer,6.757872491160406e+18,Teach Me How To Dougie,8.0,134,12,1,0,0,3,5,False,False,False,False,False,False,False,False,False,True,False,0
This has happened 6 times in the past 7 days 😶 #gamer #streamer #gaming #relatable,2020-11-21 21:58:47,6.755725783237707e+18,MS4wLjABAAAAMwzy3uufvyRZziIL3Ey70SQAJAjmk6cCmJgy6XLG7aSjie_jDInIAv0GWU0cneIr,jordielocks_,jordielocks,6.756394183415564e+18,i'm closing my eyes (feat. shiloh),15.0,82,4,1,0,0,21,5,False,False,False,False,False,False,False,False,False,True,False,1
Oeps daar ging de lepel 😅 #foryou #fyp #voorjou #dontputtheblameonme #foryoupage #fun #tiktok,2020-10-02 10:51:17,1.7889761062630195e+17,MS4wLjABAAAAtWY4yufe837AmuRa0d8nFZLAc8486fuHZfnq_VrU0pew78mAohYpjLiTRz_kgbGp,daan_tjuuuh,💞𝓓𝓪𝓪𝓷𝓽𝓳𝓮 💞,6.586489652960464e+18,Annie R u oK,6.0,93,7,1,0,1,10,4,False,False,False,False,False,False,False,False,False,True,False,1
I did not expect them to make this 🤯😫 @bangenergy @bangenergy.ceo #bangenergy,2020-11-05 21:14:44,6.718768300996707e+18,MS4wLjABAAAA_-Y4Auotwdtok9sC0inkxtv4pOkZfQmZfxt-r_7iNpe_UJ0kvsn2CNAJS-glTroa,finnsreality,Finn 🔥,6.874698636220059e+18,original sound,17.0,77,1,1,1,1,21,3,False,False,False,False,False,False,False,False,False,True,False,1
😂😂💨,2020-09-23 04:02:02,6.853311687719159e+18,MS4wLjABAAAA_1wDy71Pa8eXJnLsnZbWISKLj8R69S_JPUk9Jk1XgfA2Y-lUvomdaqdYmAFhbOzJ,ashena501,Ashen Maxx,6.722767980117102e+18,Laughing sound,15.0,3,0,0,0,1,4,2,False,False,False,False,False,False,False,False,False,True,False,0
Deze video is voor een kleine groep mensen bedoeld #zopepijn #fyp #fa2gang #haat #feiten,2020-12-09 09:15:58,2.7621181919797658e+17,MS4wLjABAAAAt9mUMseujIa66CArTJQQljHT09nOtgR16D2Glxa6wKMzGamuuKu14DZkUCDitKXr,zopepijn,zopepijn,6.904182899797528e+18,origineel geluid,10.0,88,5,1,0,1,9,2,False,False,False,False,False,False,False,False,False,False,True,0
She ran away with me during the process of filming but it’s fine ￼￼#fypシ #foryoupage #transition #hopelesslydevoted2u #horse #horseboy #equestrian,2020-11-14 18:30:39,6.701328272130016e+18,MS4wLjABAAAAaFRsY9OPSsnHXBNfTKhmBHxZ319NVB4djJqUEpvuLDQomgcLydOJvDmBnT6W2v32,zackohardin,Zacko Hardin,6.878032658203414e+18,original sound,15.0,146,7,1,0,1,18,5,False,False,False,False,False,False,False,False,False,True,False,0
#kooiaap #kooiaapspecialist #redlichtdistict #lol #dolle10minuten #macdonalds #voorjou #transport #vrachtwagen #strijder #lekkerhoorrrr,2020-11-13 12:54:52,6.766865984877921e+18,MS4wLjABAAAAlRvX_l9JRJS_Xv5RRuR9ysO9E5AqEU0JYVHFx2wMYO8gTV0CBFsCB1iQk9N21anz,brandontoet,Dolle tinnus,6.894591138825981e+18,origineel geluid,21.0,135,11,1,0,1,12,4,False,False,False,False,False,False,False,False,False,True,False,0
Cute Dutch sounds part 2 @rob.morrisw @ricmorrisw @dominiquewienk 🇳🇱🧡 #huphollandhup #livinginholland #dutch #languages #venezolanosenholanda,2020-12-06 17:05:01,6.761727881443722e+18,MS4wLjABAAAAbwIVb7uzxPxxVXVftVTeuT0EitXwhFONnughHUd47YMcc-vEh0oVo2btm33xbzwK,itspaulmorris,Paul Morris,6.903190541794676e+18,original sound,25.0,141,5,1,0,1,17,6,False,False,False,False,False,False,False,False,False,True,False,0
How to work up to pistol squats #squats #pistolsquat #deadlift #gym #fitgirls,2020-12-11 02:43:10,6.792257254492472e+18,MS4wLjABAAAA4FzChfmsCYH4rym4CAa5Utt2UGjq77LGU02qkXScqk94yGOt4oekvyw__vi6CE0X,abs.adamski,Abby Adamski,6.901819731691589e+18,original sound,15.0,77,5,1,0,1,2,4,False,False,False,False,False,False,False,False,False,True,False,1
"not ALL men, ha beat you to it ;) but most yes.",2020-11-04 17:14:21,5780346.0,MS4wLjABAAAAA5lVYeQx1GIZjL3osXwXk-ABB43fq4vISxVrEHT5xQY,moonlightblossom,Blossom,6.867791276297702e+18,Morrissey is a poopy,5.0,47,0,0,0,1,17,2,False,False,False,False,False,False,False,False,False,True,False,1
Reply to @t.and.d,2020-09-23 14:33:01,6.758909599090427e+18,MS4wLjABAAAACXOocNyEQerLgzlbBK84JpkdG_dJUQvOLw7RY6URicVp2K3bkmyHuLgcmkx0dn_G,cl_audio,Claudio,6.815764995805122e+18,borderline by tame impala,15.0,17,0,0,0,1,14,2,False,False,False,False,False,False,False,False,False,True,False,1
cause my ass seems to be the only thing getting views #dailydicerollwalk #funny #transition #transitions #fyp #foryou #foru,2020-12-11 21:13:48,6.616815216074768e+18,MS4wLjABAAAALmEMkJyKRjN1Ra6-Ujvam6j7Rjxb06CPKR-ThOKhTNnZ8D5vUsY1A_kaE88Y6VDQ,spooksahoy,Spooks,6.887373709863046e+18,original sound,9.0,123,7,1,0,1,21,4,False,False,False,False,False,False,False,False,False,True,False,0
Take it day by day! #foryoupage #fyp #foryou #powerlifting #bodybuilding #squat #fitness #workout #fittok #powertok,2020-10-02 16:08:10,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.879055237173267e+18,original sound,36.0,115,10,1,0,1,16,4,False,False,False,False,False,False,False,True,False,False,False,0
#❤️,2020-10-04 10:03:40,6.755085189149525e+18,MS4wLjABAAAAGfHuhcImk-D0DxhFJoah063TvrKY4qWIfUsJKaX6D9HcqdvNNDGmO4YEzxTKHrQa,omitholitha,Omith Olitha,6.879703625166245e+18,original sound,22.0,3,1,1,0,1,10,6,False,False,False,False,False,False,False,False,False,True,False,0
Туториал по стрелочкам ❤️#recommendations #tutorial #туториал #foryou #урокимакияжа #makeuptutorials,2020-10-07 11:30:17,6.754739100009694e+18,MS4wLjABAAAAa-9wGLD9CmvVxCt4p9Be_7NQGsUCHzhI1g44phGC72-Gmoux7C_U5q-Ve9VDiwCj,molchanovamua,Makeup,6.821124721061481e+18,Звук создан для Шпульки,15.0,100,6,1,0,1,11,2,False,False,False,False,False,False,False,False,False,True,False,0
foryou ma Aon tw comments ma lazmi btana#crew07 #vrlvideo #fym #100k #foryou #foryoupage,2020-10-26 10:12:29,6.771019836963505e+18,MS4wLjABAAAAntXY68QT3o8HT7iv5ckbxr2Sdb-WouwqffWDfq3oDU6_aGlDvT1toVTMFgPZVKwi,mr_shoaib_66,mr Shoaib khan,6.880958430304144e+18,original sound,11.0,88,6,1,0,1,10,0,False,False,False,False,False,False,False,False,False,True,False,0
Who is joining the dark side next? We have dump trucks. This is a takeover. #gym #legday #ceo #MeLeaving,2020-10-25 15:32:38,6.730012831293572e+18,MS4wLjABAAAAA8Hmd3IBkLJnIAezGMRWOx33N2Ad2JRK_uK7t0h7py6gzA-GaOl48TGecLY3twQj,benjamin_robert_graham,Benjamin_Graham,6.568746626930871e+18,Blow Your Mind (Mwahchallenge),9.0,104,4,1,0,0,15,6,False,False,False,False,False,False,False,False,False,True,False,0
#stitch with @maxlifts  I know we were all just having this convo on my tok. #wewintogether 💪💪💪,2020-11-01 23:16:28,6.687328222953391e+18,MS4wLjABAAAAYuwnBdCk9rkPpNtaZkpWwRuUG-TkzfMnPzf23mV0LLsmcnZ4LuPfY8wZaQJ0unHF,bigheadnoneck,Ceo of wooo,6.890298159696743e+18,original sound,15.0,95,1,1,0,1,23,6,False,False,False,False,False,False,False,False,False,True,False,1
දගයාගේ වෙනසක් soon 😁😌❤️,2020-11-04 12:13:23,6.594767246462829e+18,MS4wLjABAAAAikqM5ynSN1i7WNra3NSof8FtlHExawq13BIghJxMWGrXocvICqkfji2lyymrszvG,pasiya77,pasindu dilshan,6.871373024650694e+18,Di emcee විල්සන් මාමා,20.0,23,0,0,0,1,12,2,False,False,False,False,False,False,False,False,False,True,False,1
Give it a try 👌 #crossfit #cardio #training #crossfitworkout,2020-11-28 17:58:48,6.733926208025085e+18,MS4wLjABAAAAJhkh-MzXMx30sao69Z9g2tEaLXYXdVCvlgZDIFjdn8W40nRDv1PS8Xt5odCHKPQ1,marqsheino,Markus Heinonen,6.758981108798459e+18,original sound,9.0,60,4,1,0,1,17,5,False,False,False,False,False,False,False,False,False,True,False,0
Let’s get those boulder shoulders fellas 😈 #bodybuilding #homeworkouts #workout #fitness #gym #physique,2020-09-29 11:26:12,6.79382701552491e+18,MS4wLjABAAAAaFX34ueQ4GQkliFcY08J7zd5gUuq30WtD7hj-gG8Mz_pn5hkws70vBo7sFS54Bad,noeldeyzel_bodybuilder,Noel Deyzel,6.830970891480927e+18,original sound,15.0,103,6,1,1,1,11,1,False,False,False,False,False,False,False,False,False,True,False,1
Can't wait to compete this weekend ❤ #horse #riding #equestrian #fyp #ToMyBestFriend #petthings #competition #rider #crosscountry,2020-09-29 05:19:31,6.780688596951041e+18,MS4wLjABAAAAl485u9Sqp2c25VEpMAwi4OI7MDWia7w3b6to-DuNayqiKGw75Q9rYVQt5QNDdqHG,elirose.equestrian,Elizabeth,6.78127756239289e+18,original sound,8.0,129,9,1,0,1,5,1,False,False,False,False,False,False,False,False,False,True,False,0
50k likes and I’ll do it #bodybuilding #fyp #xyzbca #gym #tiktoksouthafrica,2020-10-01 17:49:42,6.79382701552491e+18,MS4wLjABAAAAaFX34ueQ4GQkliFcY08J7zd5gUuq30WtD7hj-gG8Mz_pn5hkws70vBo7sFS54Bad,noeldeyzel_bodybuilder,Noel Deyzel,6.865054076908916e+18,phantom of the wapera,5.0,75,5,1,1,1,17,3,False,False,False,False,False,False,False,False,False,True,False,1
#smiithdefortal #comoequeeupossovomitarbatata #batecomvaontade #horadearrasar #fy #whatsapp,2020-10-30 15:34:26,6.792655156652557e+18,MS4wLjABAAAAWDC5gChQU5vVxhjBKARgAZec_b_HHspawaZryz_QCU8PrG4I_mvlM_h_HcSKuH4B,smiithdefortal,Yury Smith,6.855388213683523e+18,som original,10.0,91,6,1,0,1,15,4,False,False,False,False,False,False,False,False,False,True,False,0
අනේ සෙනුරි නංගි ඇයි ඔහොම කියන්නෙ 😥😢,2020-11-18 19:29:09,6.680117045882095e+18,MS4wLjABAAAAMVDefwdz96TMajz8lrWnpx9sbls8qoOKhfkUSRZSRXbo9nABJ2-0TSgweu0ba7T3,_pradeep_max_,_pradeep_max_,6.896548174861749e+18,original sound,13.0,35,0,0,0,1,19,2,False,False,False,False,False,False,False,False,False,True,False,0
La cara de mi novio es lo mejor 😂❤️ #escaramuza #charro #charreria #mx #tiktok #page #lifestyle #horse #challenge,2020-10-26 22:29:17,6.66157829554656e+18,MS4wLjABAAAAXAwp4nAKJMk9C6BbT5ZH6rrowwcXo1W1LnDRrmZtJUdF13L4g8Pj5LXbGj7q-Qv9,_anniecampos,✨Annie 🤠 Campos ✨,6.858077194841771e+18,sonido original,15.0,113,9,1,0,1,22,0,False,False,False,False,False,False,False,False,False,True,False,0
Ахаха #НиШагуБезDETTOL #тренд #recommendations #туториал #глобальныерекомендации #реакция #проверка #отношения #любовь #переписка #угадайкто #душа,2020-10-13 17:58:11,6.675619746866677e+18,MS4wLjABAAAANHWL4lb_8W-sZkk-UdyGaBWiIcSuLKs-C0YtIyOevemAP-iEOgLn5JWtkgi1HtYn,dianavhdn,🐒Дианка-обезьянка🐒,6.877093669879549e+18,оригинальный звук,15.0,146,11,1,0,1,17,1,False,False,False,False,False,False,False,False,False,True,False,0
"It hurts the ego, but I do respect it when it happens. #strength #impressive #relatable #workout",2020-11-12 01:13:39,6.730012831293572e+18,MS4wLjABAAAAA8Hmd3IBkLJnIAezGMRWOx33N2Ad2JRK_uK7t0h7py6gzA-GaOl48TGecLY3twQj,benjamin_robert_graham,Benjamin_Graham,6.882559244139253e+18,lord have mercy,5.0,96,4,1,0,1,1,3,False,False,False,False,False,False,False,False,False,True,False,0
Fav song right now 🥺 #fyp #foryou #makeup #billieeilish #thereforeiambillieeilish #lipsync #kentucky #peircings #model #trend,2020-11-15 23:10:31,2.1201396012694323e+17,MS4wLjABAAAAWLfLP2oZNjmDWqd2yA-rcAwsmwQ14kA3CeyUOfV6BOO5E6H-FLHDZiCB_pQYMg2q,hannahlouisewigginton,𝐻𝒶𝓃𝓃𝒶𝒽,6.894066988063132e+18,Therefore I Am,9.0,125,10,1,0,0,23,6,True,False,False,False,False,False,False,False,False,False,False,1
❤️#foryou #foryoupage #voorjou #likeyourcutgee,2020-11-20 18:12:38,20300200.0,MS4wLjABAAAAYd4gE2lGLe0IEoQ5b-E_6qx3CsapahzoHEgBjAQLODQ,xleona_xx,xleona_xx,6.89140018107856e+18,"Carly Rae Jepsen - ""I Really Like You""",7.0,46,4,1,0,1,18,4,False,False,False,False,False,False,False,False,False,True,False,0
"People who workout, I know you can relate 🤧 Please keep me in your prayers #fitness #gym #workout #leg day",2020-11-28 00:27:19,6.65837588261965e+18,MS4wLjABAAAAvQwutzQG9JyXprp8-yJOLWqCvdluFYMG64Id2kyFwQFB7bXE-doScTLXaWth1NZp,juliagetsfit,Juls,6.678927595137977e+18,Without Me,9.0,106,4,1,0,1,0,5,False,False,False,False,False,False,False,False,False,True,False,0
Your soulmate can hear you sing. I wonder who Glitch’s soulmate is.. #bnhaunited #heroesoftomorrow #soulmate #bnhaoc #glitch,2020-10-23 19:46:18,26223710.0,MS4wLjABAAAAFzrkLs_gCX4s_PDDu_YlgqXtyy-SXJDuhWv6UhHa1k0,sakuraflor,Sakuraflor,6.88322944078093e+18,original sound,15.0,124,5,1,1,1,19,4,False,False,False,False,False,False,False,False,False,True,False,0
"please give me more advice.if you like my work,please Pay attention to me😋",2020-11-15 16:28:22,6.890398259828786e+18,MS4wLjABAAAAXAJsKdFZ8g5Mug4ntK7-puLyclUK6Oh2wr1JQMDEIYjZOYcjvrE6dHKcIym79TrC,sashley045,user25197000569,6.895388318712827e+18,original sound,8.0,74,0,0,0,1,16,6,False,False,False,False,False,False,False,False,False,True,False,0
Special 1M followers video! “He’s a Pirate” ft. my roommate Jakob 🏴‍☠️🎶🎉 #rimbatubes #piratesofthecaribbean,2020-12-09 00:03:13,6.74349962951241e+18,MS4wLjABAAAAXMATJwNBZhD3rbWmqv87UV5NhQnEPAKKM93zOm8pF6_BrMNayFdqsUyi13NlEifX,snubbyj,Snubby J,6.904040298972859e+18,original sound,59.0,107,2,1,0,1,0,2,False,False,False,False,False,False,False,False,False,True,False,1
Heartache #bleaching #pain #hairdye #backtoblack #foryou #fy #voorjou,2020-11-02 18:14:15,6.665240011964072e+18,MS4wLjABAAAAWpSxPTd7VAB-f0Id04l64X-fWlLYXaZBj3C46WALpTJN0pmEMbsaPgKt9s1mcllL,janaweisxo,Jana Weis,6.88398193321537e+18,Say I Yi Yi,10.0,69,7,1,0,0,18,0,False,False,False,False,False,False,False,False,False,True,False,0
this is my favorite tiktok dance #tiktok #dance #pumpupthejam,2020-11-25 00:59:29,6.807853725130982e+18,MS4wLjABAAAAxYPvWUshGSS07ovx9Of9_FVmza-63S9ECGBZT7I8haucFVKhUumvNikvQ4r2oTf4,hahahahahahahamaddie,user8867503573726,6.728860413338847e+18,Pump Up The Jam,15.0,61,3,1,0,0,0,2,False,False,False,False,False,False,False,False,False,True,False,1
👅 #fy #foryou #voorjou #dance #viral #4u,2020-10-03 14:53:34,6.738097523656869e+18,MS4wLjABAAAAGJ3t2eAW0xX6QYhXsNutl_1OfwbIJ_cD0Pib1stRr9pAz0OcnmbhEuaKIONygwvA,milenaaxoxoo,milenaaxoxo,6.854221921395985e+18,BanTamGo Remix,15.0,40,6,1,0,1,14,5,False,False,False,False,False,False,False,False,False,True,False,0
Do you Accept this challenge? #pushup #challenge #workout #duet #workoutfromhome credits: @jpark_fit,2020-10-01 15:38:28,27797525.0,MS4wLjABAAAASlCup8zbS0NluzgT1J6buk7YHk7NiG3bpTcqWDTXckE,antonielokhorst,Antonie Lokhorst,6.781555808627853e+18,JoJo Pose,26.0,100,5,1,1,0,15,3,False,False,False,False,False,False,False,False,False,True,False,1
Wild vibin @keepnaturewild  #keepnaturewild #ad,2020-11-23 22:39:02,6.808739390341694e+18,MS4wLjABAAAAylXrolJTXSJsSVpaPpxTOQpdXa4F0Md367CsP0-lMmJfH1a2KptlimEUaNORd1eC,happykelli,Kelli Ann Erdmann,6.898452410411699e+18,original sound,17.0,47,2,1,0,1,22,0,False,False,False,False,False,False,False,False,False,True,False,1
RANDOM SCENE 🤣 don’t know 🤣 #fyp #foryoupage #voorjou,2020-11-11 14:14:20,1.4791340291136307e+17,MS4wLjABAAAAQt8Gi48Jx8GooPTPBQ2GUDP7OqbidiW-2K1oLuSBPHaOCsyzxqKO6RukIW4dQKZx,kalvijn,kalvijn,6.893869435443367e+18,origineel geluid,13.0,53,3,1,1,1,14,2,False,False,False,False,False,False,False,False,False,True,False,1
Bekijk t altijd van de positieve kant hé !! #foryou #fyp #KerstInHuis,2020-12-09 23:02:51,6.711630362865845e+18,MS4wLjABAAAAOOFmAZ_yzOUTEy6RbT9wUxS4IZX3NFbKj-YHqey7cVGV9tsHqgPjvIpws5cy56dX,klaasschmedding,Klaas,6.902457846597062e+18,origineel geluid,10.0,69,3,1,0,1,23,2,False,False,False,False,False,False,False,False,False,True,False,1
Wait till the end😜😹 IG: miafitness_sw #winterdiy #lernenmittiktok #gymnasticschallenge #backmuscle #strong #crush #mistake #fitgirl #forYou,2020-12-04 17:49:31,6.731595105645676e+18,MS4wLjABAAAASoIIIeY4p8zBE9IDovqDyYlxrADQyCDIW-kJTj72Vt0wqrsKJ45AB2IQafSX-_vY,miafitness,MiaFit,6.854654862202785e+18,Deep End,14.0,139,9,1,0,0,17,4,False,False,False,False,False,False,False,False,False,True,False,0
Do you have suggests to what I have to post? #xyzbca #fyp #fy #f1 #maxverstappen #racing,2020-11-02 22:21:30,6.890264362633283e+18,MS4wLjABAAAAIrwaqFJOs_muY-hQVtgXIOVBIx4DLdwWcRtKJxI9qNo2CSxoQEpY6n5CzS7xLb8W,sport.vids09,Sport.vids09,6.857962410620554e+18,original sound,13.0,88,6,1,0,1,22,0,False,False,False,False,False,False,False,False,False,True,False,1
Bedankt hé Jumbo 😑 #food #foodporn #jumbo #foryou @dominiqueramona,2020-12-18 18:48:58,9.018785553628774e+16,MS4wLjABAAAA0d6UzrguFY-UEY1IZqwPD7FripWnQDAE2isQS8USSqkYOKW_LDALbPW5WpafbOWu,ramonadominique,Ramona Adema,6.9076703323756e+18,origineel geluid,15.0,66,4,1,0,1,18,4,False,False,False,False,False,False,False,False,False,True,False,1
#mondkapjesplicht #mondkapje #ns #corona #coronavirus #covid19 #fy #ikdoenietmee #ikdoenietmeermee #regering #ns,2020-11-06 18:03:03,3.109969778052833e+17,MS4wLjABAAAAcewtgZObMcVeznJMJ5jkzJqa_rWwT1vQRpYIjkLBtJc32oRUnI4f99ISDuv5jPYY,jarcage,Jar Cage,6.799185203035113e+18,Corona,10.0,112,11,1,0,0,18,4,False,False,False,False,False,False,False,False,False,True,False,0
Meer kan ik er niet van maken.. 😂#tegendraats @tieske99 @jins_derksen,2020-11-16 13:19:40,6.731756795196671e+18,MS4wLjABAAAA3CF41yH0Eth2xy_yO53MR49SxSazMa3Os2DlBFqtW2tBbN-49zuqcL80RZtiMtoZ,tegendraats,Tegendraats,6.89571077950964e+18,origineel geluid,11.0,69,1,1,0,1,13,0,False,False,False,False,False,False,False,False,False,True,False,0
👺👺👺 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-29 18:10:12,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.889105955515125e+18,original sound,17.0,102,10,1,0,1,18,3,False,False,False,False,False,False,False,True,False,False,False,0
i got this from @thisusernameisrare #fyp #viral,2020-12-01 20:30:03,6.615086745858408e+18,MS4wLjABAAAAuOdOq2qCwxFL5-fZHMUWC6VJI2rIAg3NbrItmx0BWPH6nnY1jK-CVBg4WdVYZMJD,dexter2009_,Dexter,6.90138792964655e+18,do not BULLY People also ninja,9.0,47,2,1,0,1,20,1,False,False,False,False,False,False,False,False,False,True,False,1
Deze is voor de mensen die geen rijst kunnen koken ✨🤯 #fyp #fy #koken #voorjou #vj,2020-12-19 14:28:31,28660191.0,MS4wLjABAAAAMPZueAKjjujJ37wtqelJy_sV8iko67kpUJEcSdmtEcU,fabricioo,Fabricio 📸,6.907974345319009e+18,origineel geluid,59.0,82,5,1,0,1,14,5,False,False,False,False,False,False,False,False,False,True,False,1
Recreating my best video #fyp #viral #theboys #fitness #lift #weights #grind #gymrat #track #lifting #gymtime #gym #swole #bulk #fit,2020-12-19 02:44:22,6.675875293976872e+18,MS4wLjABAAAAtDJuwtNrilyWGcrX39IQqtS6vjypIlXqNRLRJSEfL4WtlON_hIfmSRAEaMyvfP-E,ziyadhodzic,Ziyad Hodzic,6.877671671927426e+18,hometown slowed down twenty one pilots,28.0,132,15,1,0,1,2,5,False,False,False,False,False,False,False,False,False,True,False,0
Fair decision? Let us know!!! #formulaone #lewishamilton #f1 #fyp #formula1,2020-09-28 09:50:34,6.851098484180977e+18,MS4wLjABAAAA0SFz9uhz5dC2vIEp7wt9ZmVBxS0u0aKY8KsBQNnQkqHhL_Vfn-G3vXsnVcyiYbo-,formula1update,formula1update,6.777624196089399e+18,I Wanna Know You,6.0,75,5,1,0,0,9,0,False,False,False,False,False,False,False,False,False,True,False,0
